-0.733,0.2,1.1,-0.401,0.19,-0.67,-0.971,0.528,-0.86
-0.733,0.2,1.1,-0.541,0.178,-0.701,-0.959,0.375,-0.89
-0.733,0.2,1.1,-0.376,-0.056,-0.657,-0.955,0.371,-0.856
-0.733,0.2,1.1,-0.391,-0.051,-0.692,-0.784,0.49,-1.048
-0.733,0.2,1.1,-0.373,0.215,-0.795,-0.93,0.39,-1.06
-0.733,0.2,1.1,-0.545,-0.056,-0.842,-0.98,0.412,-1.044
-0.733,0.2,1.1,-0.407,0.169,-0.698,-0.946,0.528,-0.86
-0.733,0.2,1.1,-0.535,0.174,-0.823,-0.751,0.521,-0.819
-0.733,0.2,1.1,-0.429,0.019,-0.682,-0.746,0.365,-0.865
-0.733,0.2,1.1,-0.382,0.194,-0.807,-0.767,0.484,-0.894
-0.733,0.2,1.1,-0.341,-0.056,-0.67,-0.967,0.378,-1.069
-0.733,0.2,1.1,-0.529,0.207,-0.829,-0.813,0.34,-0.831
-0.733,0.2,1.1,-0.557,-0.001,-0.673,-0.909,0.406,-1.06
-0.733,0.2,1.1,-0.557,0.182,-0.829,-0.771,0.515,-1.06
-0.733,0.2,1.1,-0.529,0.165,-0.685,-0.938,0.412,-0.869
-0.733,0.2,1.1,-0.557,0.174,-0.82,-0.742,0.371,-1.035
-0.733,0.2,1.1,-0.366,-0.018,-0.829,-0.892,0.34,-0.856
-0.733,0.2,1.1,-0.37,-0.06,-0.663,-0.946,0.534,-1.031
-0.733,0.2,1.1,-0.363,-0.006,-0.817,-0.93,0.318,-0.877
-0.733,0.2,1.1,-0.382,0.194,-0.645,-0.942,0.365,-0.865
-0.733,0.2,1.1,-0.541,0.19,-0.667,-0.901,0.387,-1.06
-0.733,0.2,1.1,-0.373,0.219,-0.679,-0.73,0.337,-1.069
-0.733,0.2,1.1,-0.36,0.165,-0.81,-0.946,0.525,-0.86
-0.733,0.2,1.1,-0.401,0.215,-0.801,-0.726,0.343,-0.86
-0.733,0.2,1.1,-0.398,0.14,-0.67,-0.742,0.556,-1.073
-0.733,0.2,1.1,-0.545,-0.026,-0.673,-0.934,0.518,-1.069
-0.733,0.2,1.1,-0.548,0.153,-0.845,-0.955,0.381,-1.056
-0.733,0.2,1.1,-0.395,0.153,-0.651,-0.959,0.378,-1.027
-0.733,0.2,1.1,-0.529,-0.001,-0.667,-0.955,0.512,-1.073
-0.733,0.2,1.1,-0.379,-0.01,-0.848,-0.951,0.518,-1.048
-0.733,0.2,1.1,-0.385,0.165,-0.842,-0.734,0.537,-0.844
-0.733,0.2,1.1,-0.529,0.207,-0.66,-0.976,0.384,-0.894
-0.733,0.2,1.1,-0.541,-0.056,-0.823,-0.746,0.512,-0.985
-0.733,0.2,1.1,-0.513,-0.022,-0.692,-0.951,0.378,-0.877
-0.733,0.2,1.1,-0.52,-0.018,-0.813,-0.901,0.512,-0.848
-0.733,0.2,1.1,-0.398,0.157,-0.842,-0.938,0.515,-1.065
-0.733,0.2,1.1,-0.545,-0.014,-0.67,-0.742,0.521,-0.852
-0.733,0.2,1.1,-0.373,0.153,-0.792,-0.796,0.4,-1.073
-0.733,0.2,1.1,-0.479,-0.022,-0.848,-0.759,0.368,-0.873
-0.733,0.2,1.1,-0.507,0.182,-0.813,-0.73,0.49,-1.069
-0.733,0.2,1.1,-0.535,0.178,-0.829,-0.838,0.55,-1.069
-0.733,0.2,1.1,-0.529,-0.031,-0.829,-0.776,0.381,-0.819
-0.733,0.2,1.1,-0.398,-0.056,-0.854,-0.921,0.337,-0.869
-0.733,0.2,1.1,-0.407,0.128,-0.788,-0.946,0.546,-1.052
-0.733,0.2,1.1,-0.401,0.165,-0.648,-0.751,0.381,-0.835
-0.733,0.2,1.1,-0.529,-0.039,-0.701,-0.734,0.468,-1.035
-0.733,0.2,1.1,-0.535,-0.043,-0.807,-0.776,0.503,-1.06
-0.733,0.2,1.1,-0.52,0.182,-0.813,-0.784,0.375,-1.106
-0.733,0.2,1.1,-0.526,0.124,-0.82,-0.938,0.331,-0.856
-0.733,0.2,1.1,-0.36,-0.064,-0.667,-0.717,0.54,-0.844
-0.733,0.2,1.1,-0.385,-0.014,-0.795,-0.73,0.493,-1.052
-0.733,0.2,1.1,-0.385,0.19,-0.835,-0.742,0.534,-0.84
-0.733,0.2,1.1,-0.401,-0.064,-0.663,-0.746,0.356,-0.852
-0.733,0.2,1.1,-0.388,-0.043,-0.688,-0.984,0.518,-1.085
-0.733,0.2,1.1,-0.535,-0.035,-0.66,-0.776,0.381,-0.819
-0.733,0.2,1.1,-0.541,0.19,-0.701,-0.734,0.371,-0.885
-0.733,0.2,1.1,-0.526,-0.01,-0.82,-0.788,0.368,-1.069
-0.733,0.2,1.1,-0.388,0.182,-0.657,-0.809,0.543,-0.81
-0.733,0.2,1.1,-0.401,0.182,-0.795,-0.726,0.337,-1.027
-0.733,0.2,1.1,-0.557,-0.018,-0.695,-0.984,0.521,-0.856
-0.733,0.2,1.1,-0.36,0.174,-0.67,-0.755,0.55,-1.056
-0.733,0.2,1.1,-0.388,0.011,-0.835,-0.73,0.553,-0.881
-0.733,0.2,1.1,-0.554,-0.051,-0.673,-0.726,0.512,-0.823
-0.733,0.2,1.1,-0.504,-0.022,-0.673,-0.767,0.346,-1.04
-0.733,0.267,1.1,-0.637,0.103,-0.75,-0.895,0.619,-0.819
-0.733,0.267,1.1,-0.599,0.248,-0.769,-0.741,0.453,-0.969
-0.733,0.267,1.1,-0.606,0.019,-0.882,-0.699,0.472,-0.794
-0.733,0.267,1.1,-0.452,0.015,-0.885,-0.712,0.622,-0.799
-0.733,0.267,1.1,-0.452,0.273,-0.91,-0.937,0.447,-0.74
-0.733,0.267,1.1,-0.431,0.215,-0.769,-0.724,0.6,-0.999
-0.733,0.267,1.1,-0.624,0.048,-0.794,-0.895,0.466,-0.986
-0.733,0.267,1.1,-0.449,0.269,-0.763,-0.77,0.581,-0.778
-0.733,0.267,1.1,-0.477,0.023,-0.741,-0.899,0.456,-0.753
-0.733,0.267,1.1,-0.477,0.203,-0.766,-0.679,0.516,-0.79
-0.733,0.267,1.1,-0.481,0.269,-0.919,-0.895,0.635,-0.778
-0.733,0.267,1.1,-0.462,0.028,-0.754,-0.716,0.469,-1.003
-0.733,0.267,1.1,-0.481,0.194,-0.769,-0.72,0.594,-0.982
-0.733,0.267,1.1,-0.487,0.248,-0.757,-0.92,0.591,-0.79
-0.733,0.267,1.1,-0.477,0.032,-0.747,-0.895,0.603,-1.024
-0.733,0.267,1.1,-0.471,0.236,-0.729,-0.924,0.481,-0.799
-0.733,0.267,1.1,-0.424,0.248,-0.754,-0.741,0.638,-0.982
-0.733,0.267,1.1,-0.606,0.028,-0.738,-0.72,0.61,-0.769
-0.733,0.267,1.1,-0.606,0.028,-0.75,-0.887,0.6,-0.844
-0.733,0.267,1.1,-0.434,0.244,-0.929,-0.908,0.603,-0.799
-0.733,0.267,1.1,-0.627,0.24,-0.91,-0.708,0.472,-0.99
-0.733,0.267,1.1,-0.465,0.265,-0.922,-0.729,0.485,-0.811
-0.733,0.267,1.1,-0.446,0.228,-0.75,-0.695,0.61,-0.803
-0.733,0.267,1.1,-0.637,0.019,-0.779,-0.733,0.466,-0.936
-0.733,0.267,1.1,-0.421,0.265,-0.91,-0.708,0.456,-0.982
-0.733,0.267,1.1,-0.612,0.044,-0.785,-0.708,0.456,-1.003
-0.733,0.267,1.1,-0.487,0.048,-0.719,-0.733,0.622,-0.782
-0.733,0.267,1.1,-0.459,0.036,-0.766,-0.937,0.453,-0.786
-0.733,0.267,1.1,-0.577,0.265,-0.757,-0.891,0.51,-0.982
-0.733,0.267,1.1,-0.59,0.269,-0.775,-0.945,0.631,-0.982
-0.733,0.267,1.1,-0.584,0.065,-0.769,-0.92,0.478,-0.753
-0.733,0.267,1.1,-0.452,0.278,-0.772,-0.695,0.616,-0.786
-0.733,0.267,1.1,-0.587,0.053,-0.738,-0.695,0.45,-0.807
-0.733,0.267,1.1,-0.421,0.236,-0.894,-0.683,0.475,-0.794
-0.733,0.267,1.1,-0.615,0.278,-0.772,-0.954,0.469,-0.728
-0.733,0.267,1.1,-0.621,0.278,-0.76,-0.699,0.575,-0.786
-0.733,0.267,1.1,-0.621,0.086,-0.875,-0.745,0.625,-1.011
-0.733,0.267,1.1,-0.446,-0.006,-0.897,-0.891,0.469,-0.965
-0.733,0.267,1.1,-0.484,0.228,-0.904,-0.754,0.506,-0.953
-0.733,0.267,1.1,-0.487,0.073,-0.738,-0.712,0.644,-0.978
-0.733,0.267,1.1,-0.659,0.003,-0.75,-0.97,0.456,-0.965
-0.733,0.267,1.1,-0.627,0.073,-0.888,-0.716,0.594,-0.782
-0.733,0.267,1.1,-0.431,0.232,-0.916,-0.908,0.606,-0.978
-0.733,0.267,1.1,-0.615,0.086,-0.913,-0.733,0.491,-0.957
-0.733,0.267,1.1,-0.499,0.053,-0.891,-0.962,0.463,-0.757
-0.733,0.267,1.1,-0.471,0.307,-0.76,-0.708,0.619,-0.794
-0.733,0.267,1.1,-0.449,0.244,-0.897,-0.945,0.503,-0.994
-0.733,0.267,1.1,-0.618,0.036,-0.9,-0.716,0.488,-0.744
-0.733,0.267,1.1,-0.465,0.053,-0.76,-0.712,0.591,-0.994
-0.733,0.267,1.1,-0.612,0.032,-0.913,-0.72,0.475,-0.949
-0.733,0.267,1.1,-0.468,0.253,-0.769,-0.712,0.591,-0.782
-0.733,0.267,1.1,-0.471,0.057,-0.76,-0.912,0.619,-1.011
-0.733,0.267,1.1,-0.634,0.219,-0.891,-0.924,0.416,-0.969
-0.733,0.267,1.1,-0.493,0.061,-0.725,-0.674,0.606,-0.765
-0.733,0.267,1.1,-0.602,0.103,-0.888,-0.737,0.597,-0.803
-0.733,0.267,1.1,-0.631,0.057,-0.916,-0.72,0.466,-0.957
-0.733,0.267,1.1,-0.621,0.086,-0.766,-0.891,0.575,-0.782
-0.733,0.267,1.1,-0.434,0.244,-0.894,-0.933,0.635,-0.957
-0.733,0.267,1.1,-0.44,0.228,-0.916,-0.729,0.506,-0.761
-0.733,0.267,1.1,-0.493,0.253,-0.782,-0.904,0.469,-0.753
-0.733,0.267,1.1,-0.624,0.069,-0.782,-0.916,0.463,-0.774
-0.733,0.267,1.1,-0.465,0.044,-0.938,-0.737,0.656,-0.978
-0.733,0.267,1.1,-0.593,0.078,-0.747,-0.712,0.616,-0.986
-0.733,0.267,1.1,-0.412,0.244,-0.766,-0.87,0.622,-0.782
-0.733,0.333,1.1,-0.589,0.346,-0.853,-0.924,0.581,-0.689
-0.733,0.333,1.1,-0.564,0.142,-0.981,-0.682,0.603,-0.873
-0.733,0.333,1.1,-0.52,0.108,-0.993,-0.674,0.572,-0.694
-0.733,0.333,1.1,-0.661,0.142,-0.846,-0.674,0.538,-0.856
-0.733,0.333,1.1,-0.536,0.367,-0.865,-0.657,0.556,-0.885
-0.733,0.333,1.1,-0.57,0.129,-0.996,-0.878,0.556,-0.864
-0.733,0.333,1.1,-0.695,0.138,-1.0,-0.653,0.7,-0.71
-0.733,0.333,1.1,-0.695,0.163,-0.865,-0.674,0.71,-0.689
-0.733,0.333,1.1,-0.692,0.108,-1.021,-0.928,0.569,-0.739
-0.733,0.333,1.1,-0.564,0.138,-1.018,-0.853,0.71,-0.852
-0.733,0.333,1.1,-0.589,0.158,-0.85,-0.866,0.731,-0.869
-0.733,0.333,1.1,-0.542,0.333,-0.853,-0.682,0.75,-0.86
-0.733,0.333,1.1,-0.536,0.342,-1.028,-0.92,0.731,-0.744
-0.733,0.333,1.1,-0.561,0.171,-0.843,-0.866,0.678,-0.71
-0.733,0.333,1.1,-0.67,0.142,-0.837,-0.878,0.703,-0.706
-0.733,0.333,1.1,-0.57,0.321,-0.868,-0.657,0.691,-0.698
-0.733,0.333,1.1,-0.57,0.329,-0.981,-0.866,0.691,-0.644
-0.733,0.333,1.1,-0.579,0.329,-0.993,-0.853,0.6,-0.881
-0.733,0.333,1.1,-0.726,0.279,-1.003,-0.899,0.544,-0.919
-0.733,0.333,1.1,-0.689,0.288,-1.009,-0.874,0.531,-0.669
-0.733,0.333,1.1,-0.673,0.317,-0.834,-0.857,0.713,-0.885
-0.733,0.333,1.1,-0.704,0.325,-1.003,-0.882,0.75,-0.881
-0.733,0.333,1.1,-0.708,0.133,-0.996,-0.87,0.7,-0.889
-0.733,0.333,1.1,-0.545,0.396,-0.896,-0.691,0.56,-0.702
-0.733,0.333,1.1,-0.683,0.333,-0.862,-0.899,0.725,-0.869
-0.733,0.333,1.1,-0.542,0.367,-0.837,-0.92,0.591,-0.714
-0.733,0.333,1.1,-0.726,0.121,-0.868,-0.862,0.713,-0.673
-0.733,0.333,1.1,-0.708,0.279,-0.821,-0.674,0.569,-0.869
-0.733,0.333,1.1,-0.567,0.104,-0.825,-0.899,0.581,-0.744
-0.733,0.333,1.1,-0.511,0.146,-0.859,-0.862,0.544,-0.902
-0.733,0.333,1.1,-0.545,0.138,-1.0,-0.728,0.703,-0.673
-0.733,0.333,1.1,-0.57,0.292,-0.975,-0.662,0.713,-0.877
-0.733,0.333,1.1,-0.548,0.354,-0.975,-0.874,0.563,-0.923
-0.733,0.333,1.1,-0.564,0.354,-1.04,-0.882,0.569,-0.898
-0.733,0.333,1.1,-0.542,0.142,-0.856,-0.887,0.728,-0.664
-0.733,0.333,1.1,-0.548,0.179,-0.853,-0.67,0.722,-0.939
-0.733,0.333,1.1,-0.554,0.313,-0.853,-0.707,0.56,-0.885
-0.733,0.333,1.1,-0.686,0.363,-0.843,-0.878,0.588,-0.902
-0.733,0.333,1.1,-0.529,0.183,-0.859,-0.607,0.538,-0.739
-0.733,0.333,1.1,-0.558,0.333,-1.0,-0.841,0.563,-0.71
-0.733,0.333,1.1,-0.711,0.113,-0.996,-0.841,0.685,-0.673
-0.733,0.333,1.1,-0.704,0.354,-0.853,-0.832,0.71,-0.694
-0.733,0.333,1.1,-0.645,0.325,-1.0,-0.687,0.569,-0.652
-0.733,0.333,1.1,-0.686,0.329,-0.859,-0.878,0.725,-0.935
-0.733,0.333,1.1,-0.548,0.371,-1.0,-0.682,0.694,-0.727
-0.733,0.333,1.1,-0.529,0.333,-0.996,-0.682,0.525,-0.698
-0.733,0.333,1.1,-0.554,0.333,-0.875,-0.857,0.56,-0.731
-0.733,0.333,1.1,-0.708,0.2,-0.871,-0.878,0.716,-0.86
-0.733,0.333,1.1,-0.536,0.35,-0.825,-0.662,0.706,-0.702
-0.733,0.333,1.1,-0.539,0.175,-0.837,-0.649,0.572,-0.889
